symbol,datetime,ha_open,ha_high,ha_low,ha_close
ULTRACEMCO24AUG11200CE,"2024-08-19 14:38:00",263.9846814079851,268,263.85,265.925
ULTRACEMCO24AUG11200CE,"2024-08-19 14:37:00",264.11936281597013,264.11936281597013,263.85,263.85
ULTRACEMCO24AUG11200CE,"2024-08-19 14:36:00",264.38872563194025,264.38872563194025,263.85,263.85
ULTRACEMCO24AUG11200CE,"2024-08-19 14:35:00",264.92745126388047,264.92745126388047,263.85,263.85
ULTRACEMCO24AUG11200CE,"2024-08-19 14:34:00",265.25490252776086,265.35,263.85,264.6
ULTRACEMCO24AUG11200CE,"2024-08-19 14:33:00",265.1598050555217,265.35,265.1598050555217,265.35
ULTRACEMCO24AUG11200CE,"2024-08-19 14:32:00",266.14461011104333,266.14461011104333,263,264.175
ULTRACEMCO24AUG11200CE,"2024-08-19 14:31:00",267.31422022208665,267.31422022208665,263,264.975
ULTRACEMCO24AUG11200CE,"2024-08-19 14:30:00",267.67844044417325,267.67844044417325,266.95,266.95
ULTRACEMCO24AUG11200CE,"2024-08-19 14:29:00",267.8818808883465,268,266.95,267.475
ULTRACEMCO24AUG11200CE,"2024-08-19 14:28:00",267.7637617766929,268,267.7637617766929,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:27:00",267.5275235533858,268,267.5275235533858,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:26:00",267.05504710677155,268,267.05504710677155,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:25:00",266.1100942135431,268,266.1100942135431,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:24:00",266.27018842708617,266.27018842708617,265.95,265.95
ULTRACEMCO24AUG11200CE,"2024-08-19 14:23:00",266.5903768541723,266.5903768541723,265.95,265.95
ULTRACEMCO24AUG11200CE,"2024-08-19 14:22:00",267.23075370834454,267.23075370834454,265.95,265.95
ULTRACEMCO24AUG11200CE,"2024-08-19 14:21:00",267.486507416689,268,265.95,266.975
ULTRACEMCO24AUG11200CE,"2024-08-19 14:20:00",266.973014833378,268,266.973014833378,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:19:00",265.9460296667559,268,265.9460296667559,268
ULTRACEMCO24AUG11200CE,"2024-08-19 14:18:00",263.24205933351186,268.65,263.24205933351186,268.65
ULTRACEMCO24AUG11200CE,"2024-08-19 14:17:00",260.7216186670237,270,260.7216186670237,265.76250000000005
ULTRACEMCO24AUG11200CE,"2024-08-19 14:16:00",259.2432373340474,262.2,259.2432373340474,262.2
ULTRACEMCO24AUG11200CE,"2024-08-19 14:15:00",258.5114746680949,262.2,257.75,259.975
ULTRACEMCO24AUG11200CE,"2024-08-19 14:14:00",259.27294933618975,259.27294933618975,257.75,257.75
ULTRACEMCO24AUG11200CE,"2024-08-19 14:13:00",260.7958986723795,260.7958986723795,257.75,257.75
ULTRACEMCO24AUG11200CE,"2024-08-19 14:12:00",263.8417973447591,263.8417973447591,257.75,257.75
ULTRACEMCO24AUG11200CE,"2024-08-19 14:11:00",265.28359468951817,267.05,257.75,262.4
ULTRACEMCO24AUG11200CE,"2024-08-19 14:10:00",263.5171893790364,267.05,263.5171893790364,267.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:09:00",259.77187875807283,268,259.77187875807283,267.2625
ULTRACEMCO24AUG11200CE,"2024-08-19 14:08:00",254.89375751614568,267,254.89375751614568,264.65
ULTRACEMCO24AUG11200CE,"2024-08-19 14:07:00",247.51251503229142,265,247.51251503229142,262.275
ULTRACEMCO24AUG11200CE,"2024-08-19 14:06:00",243.05003006458284,260.9,243.05,251.975
ULTRACEMCO24AUG11200CE,"2024-08-19 14:05:00",243.05006012916567,243.05006012916567,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:04:00",243.05012025833133,243.05012025833133,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:03:00",243.05024051666265,243.05024051666265,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:02:00",243.05048103332533,243.05048103332533,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:01:00",243.05096206665064,243.05096206665064,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 14:00:00",243.05192413330127,243.05192413330127,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:59:00",243.05384826660256,243.05384826660256,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:58:00",243.0576965332051,243.0576965332051,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:57:00",243.0653930664102,243.0653930664102,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:56:00",243.08078613282038,243.08078613282038,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:55:00",243.11157226564075,243.11157226564075,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:54:00",243.17314453128148,243.17314453128148,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:53:00",243.29628906256292,243.29628906256292,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:52:00",243.54257812512583,243.54257812512583,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:51:00",244.03515625025167,244.03515625025167,243.05,243.05
ULTRACEMCO24AUG11200CE,"2024-08-19 13:50:00",243.24531250050336,246.6,243.05,244.825
ULTRACEMCO24AUG11200CE,"2024-08-19 13:49:00",242.5656250010067,246.6,241.25,243.925
ULTRACEMCO24AUG11200CE,"2024-08-19 13:48:00",243.87656250201337,243.87656250201337,241.25,241.25
ULTRACEMCO24AUG11200CE,"2024-08-19 13:47:00",246.50312500402677,246.50312500402677,241.25,241.25
ULTRACEMCO24AUG11200CE,"2024-08-19 13:46:00",247.35625000805354,247.35625000805354,244,245.65
ULTRACEMCO24AUG11200CE,"2024-08-19 13:45:00",247.41250001610706,247.41250001610706,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:44:00",247.60000003221407,247.60000003221407,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:43:00",247.90000006442813,247.90000006442813,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:42:00",248.50000012885627,248.50000012885627,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:41:00",249.70000025771253,249.70000025771253,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:40:00",252.10000051542508,252.10000051542508,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:39:00",256.90000103085015,256.90000103085015,247.3,247.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:38:00",256.90000206170026,256.90000206170026,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:37:00",256.90000412340055,256.90000412340055,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:36:00",256.9000082468012,256.9000082468012,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:35:00",256.9000164936024,256.9000164936024,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:34:00",256.9000329872047,256.9000329872047,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:33:00",256.9000659744095,256.9000659744095,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:32:00",256.90013194881897,256.90013194881897,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:31:00",256.90026389763796,256.90026389763796,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:30:00",256.9005277952759,256.9005277952759,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:29:00",256.9010555905518,256.9010555905518,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:28:00",256.9021111811036,256.9021111811036,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:27:00",256.90422236220724,256.90422236220724,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:26:00",256.9084447244145,256.9084447244145,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:25:00",256.91688944882895,256.91688944882895,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:24:00",256.93377889765793,256.93377889765793,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:23:00",256.96755779531594,256.96755779531594,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:22:00",257.0351155906319,257.0351155906319,256.9,256.9
ULTRACEMCO24AUG11200CE,"2024-08-19 13:21:00",256.9702311812638,257.3,256.9,257.1
ULTRACEMCO24AUG11200CE,"2024-08-19 13:20:00",256.6404623625275,257.3,256.6404623625275,257.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:19:00",255.98092472505505,257.3,255.98092472505505,257.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:18:00",254.66184945011005,257.3,254.66184945011005,257.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:17:00",252.0236989002201,257.3,252.0236989002201,257.3
ULTRACEMCO24AUG11200CE,"2024-08-19 13:16:00",247.8973978004402,257.3,247.8973978004402,256.15
ULTRACEMCO24AUG11200CE,"2024-08-19 13:15:00",245.5947956008804,255,245.4,250.2
ULTRACEMCO24AUG11200CE,"2024-08-19 13:14:00",245.78959120176074,245.78959120176074,245.4,245.4
ULTRACEMCO24AUG11200CE,"2024-08-19 13:13:00",246.17918240352145,246.17918240352145,245.4,245.4
ULTRACEMCO24AUG11200CE,"2024-08-19 13:12:00",246.95836480704293,246.95836480704293,245.4,245.4
ULTRACEMCO24AUG11200CE,"2024-08-19 13:11:00",248.51672961408582,248.51672961408582,245.4,245.4
ULTRACEMCO24AUG11200CE,"2024-08-19 13:10:00",251.6334592281716,251.6334592281716,245.4,245.4
ULTRACEMCO24AUG11200CE,"2024-08-19 13:09:00",253.0919184563432,254.95,245.4,250.17499999999998
ULTRACEMCO24AUG11200CE,"2024-08-19 13:08:00",251.23383691268643,254.95,251.23383691268643,254.95
ULTRACEMCO24AUG11200CE,"2024-08-19 13:07:00",247.51767382537287,254.95,247.51767382537287,254.95
ULTRACEMCO24AUG11200CE,"2024-08-19 13:06:00",247.58534765074577,247.58534765074577,247.45,247.45
ULTRACEMCO24AUG11200CE,"2024-08-19 13:05:00",247.72069530149156,247.72069530149156,247.45,247.45
ULTRACEMCO24AUG11200CE,"2024-08-19 13:04:00",247.9913906029831,247.9913906029831,247.45,247.45
ULTRACEMCO24AUG11200CE,"2024-08-19 13:03:00",248.53278120596622,248.53278120596622,247.45,247.45
ULTRACEMCO24AUG11200CE,"2024-08-19 13:02:00",249.61556241193244,249.61556241193244,247.45,247.45
ULTRACEMCO24AUG11200CE,"2024-08-19 13:01:00",250.43112482386488,250.43112482386488,247.45,248.8
ULTRACEMCO24AUG11200CE,"2024-08-19 13:00:00",250.41224964772977,250.45,250.41224964772977,250.45
ULTRACEMCO24AUG11200CE,"2024-08-19 12:59:00",250.62449929545957,251,248.35,250.2
ULTRACEMCO24AUG11200CE,"2024-08-19 12:58:00",250.24899859091914,251,250.24899859091914,251
ULTRACEMCO24AUG11200CE,"2024-08-19 12:57:00",249.9979971818383,251,249.9979971818383,250.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:56:00",249.99599436367654,250,249.99599436367654,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:55:00",249.9919887273531,250,249.9919887273531,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:54:00",249.9839774547062,250,249.9839774547062,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:53:00",249.9679549094124,250,249.9679549094124,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:52:00",249.93590981882483,250,249.93590981882483,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:51:00",249.87181963764965,250,249.87181963764965,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:50:00",249.74363927529933,250,249.74363927529933,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:49:00",249.48727855059866,250,249.48727855059866,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:48:00",248.9745571011973,250,248.9745571011973,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:47:00",247.94911420239458,250,247.94911420239458,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:46:00",245.89822840478917,250,245.89822840478917,250
ULTRACEMCO24AUG11200CE,"2024-08-19 12:45:00",245.89645680957835,245.9,245.89645680957835,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:44:00",245.89291361915667,245.9,245.89291361915667,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:43:00",245.8858272383133,245.9,245.8858272383133,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:42:00",245.87165447662665,245.9,245.87165447662665,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:41:00",245.84330895325326,245.9,245.84330895325326,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:40:00",245.78661790650654,245.9,245.78661790650654,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:39:00",245.6732358130131,245.9,245.6732358130131,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:38:00",245.44647162602615,245.9,245.44647162602615,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:37:00",244.99294325205227,245.9,244.99294325205227,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:36:00",244.08588650410454,245.9,244.08588650410454,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:35:00",242.27177300820907,245.9,242.27177300820907,245.9
ULTRACEMCO24AUG11200CE,"2024-08-19 12:34:00",238.54354601641813,246,238.54354601641813,246
ULTRACEMCO24AUG11200CE,"2024-08-19 12:33:00",236.06209203283623,246,236.05,241.025
ULTRACEMCO24AUG11200CE,"2024-08-19 12:32:00",236.07418406567248,236.07418406567248,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:31:00",236.09836813134496,236.09836813134496,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:30:00",236.1467362626899,236.1467362626899,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:29:00",236.24347252537976,236.24347252537976,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:28:00",236.4369450507595,236.4369450507595,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:27:00",236.82389010151897,236.82389010151897,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:26:00",237.59778020303793,237.59778020303793,236.05,236.05
ULTRACEMCO24AUG11200CE,"2024-08-19 12:25:00",238.17056040607588,238.17056040607588,236.05,237.02499999999998
ULTRACEMCO24AUG11200CE,"2024-08-19 12:24:00",238.3411208121518,238.3411208121518,238,238
ULTRACEMCO24AUG11200CE,"2024-08-19 12:23:00",238.68224162430357,238.68224162430357,238,238
ULTRACEMCO24AUG11200CE,"2024-08-19 12:22:00",239.36448324860717,239.36448324860717,238,238
ULTRACEMCO24AUG11200CE,"2024-08-19 12:21:00",240.72896649721434,240.72896649721434,238,238
ULTRACEMCO24AUG11200CE,"2024-08-19 12:20:00",243.4579329944287,243.4579329944287,238,238
ULTRACEMCO24AUG11200CE,"2024-08-19 12:19:00",245.24086598885737,245.35,238,241.675
ULTRACEMCO24AUG11200CE,"2024-08-19 12:18:00",245.13173197771476,245.35,245.13173197771476,245.35
ULTRACEMCO24AUG11200CE,"2024-08-19 12:17:00",244.9134639554295,245.35,244.9134639554295,245.35
ULTRACEMCO24AUG11200CE,"2024-08-19 12:16:00",244.47692791085905,245.35,244.47692791085905,245.35
ULTRACEMCO24AUG11200CE,"2024-08-19 12:15:00",243.6038558217181,245.35,243.6038558217181,245.35
ULTRACEMCO24AUG11200CE,"2024-08-19 12:14:00",244.2077116434362,244.2077116434362,243,243
ULTRACEMCO24AUG11200CE,"2024-08-19 12:13:00",245.4154232868724,245.4154232868724,243,243
ULTRACEMCO24AUG11200CE,"2024-08-19 12:12:00",246.8308465737448,246.8308465737448,243,244
ULTRACEMCO24AUG11200CE,"2024-08-19 12:11:00",248.66169314748961,248.66169314748961,245,245
ULTRACEMCO24AUG11200CE,"2024-08-19 12:10:00",252.32338629497923,252.32338629497923,245,245
ULTRACEMCO24AUG11200CE,"2024-08-19 12:09:00",254.72177258995845,254.85,245,249.925
ULTRACEMCO24AUG11200CE,"2024-08-19 12:08:00",254.59354517991693,254.85,254.59354517991693,254.85
ULTRACEMCO24AUG11200CE,"2024-08-19 12:07:00",254.51209035983388,254.85,254.5,254.675
ULTRACEMCO24AUG11200CE,"2024-08-19 12:06:00",254.52418071966775,254.52418071966775,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:05:00",254.54836143933554,254.54836143933554,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:04:00",254.59672287867107,254.59672287867107,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:03:00",254.69344575734212,254.69344575734212,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:02:00",254.88689151468424,254.88689151468424,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:01:00",255.27378302936845,255.27378302936845,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 12:00:00",256.0475660587369,256.0475660587369,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 11:59:00",257.5951321174738,257.5951321174738,254.5,254.5
ULTRACEMCO24AUG11200CE,"2024-08-19 11:58:00",257.59026423494754,257.6,257.59026423494754,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:57:00",257.58052846989506,257.6,257.58052846989506,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:56:00",257.5610569397901,257.6,257.5610569397901,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:55:00",257.5221138795802,257.6,257.5221138795802,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:54:00",257.4442277591604,257.6,257.4442277591604,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:53:00",257.2884555183208,257.6,257.2884555183208,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:52:00",256.9769110366416,257.6,256.9769110366416,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:51:00",256.3538220732831,257.6,256.3538220732831,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:50:00",255.10764414656614,257.6,255.10764414656614,257.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:49:00",255.11528829313227,255.11528829313227,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:48:00",255.1305765862645,255.1305765862645,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:47:00",255.161153172529,255.161153172529,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:46:00",255.22230634505803,255.22230634505803,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:45:00",255.34461269011604,255.34461269011604,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:44:00",255.5892253802321,255.5892253802321,255.1,255.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:43:00",255.87845076046423,255.87845076046423,255.3,255.3
ULTRACEMCO24AUG11200CE,"2024-08-19 11:42:00",256.45690152092845,256.45690152092845,255.3,255.3
ULTRACEMCO24AUG11200CE,"2024-08-19 11:41:00",256.838803041857,256.85,255.3,256.075
ULTRACEMCO24AUG11200CE,"2024-08-19 11:40:00",256.82760608371393,256.85,256.82760608371393,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:39:00",256.80521216742784,256.85,256.80521216742784,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:38:00",256.7604243348556,256.85,256.7604243348556,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:37:00",256.6708486697112,256.85,256.6708486697112,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:36:00",256.4916973394223,256.85,256.4916973394223,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:35:00",256.1333946788445,256.85,256.1333946788445,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:34:00",255.41678935768908,256.85,255.41678935768908,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:33:00",253.98357871537814,256.85,253.98357871537814,256.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:32:00",252.8421574307563,256.85,252.8421574307563,255.125
ULTRACEMCO24AUG11200CE,"2024-08-19 11:31:00",252.28431486151254,253.4,252.28431486151254,253.4
ULTRACEMCO24AUG11200CE,"2024-08-19 11:30:00",251.1686297230251,253.4,251.1686297230251,253.4
ULTRACEMCO24AUG11200CE,"2024-08-19 11:29:00",248.93725944605018,253.4,248.93725944605018,253.4
ULTRACEMCO24AUG11200CE,"2024-08-19 11:28:00",248.12451889210038,253.4,246.1,249.75
ULTRACEMCO24AUG11200CE,"2024-08-19 11:27:00",250.14903778420077,250.14903778420077,246.1,246.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:26:00",254.19807556840155,254.19807556840155,246.1,246.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:25:00",257.7211511368031,257.7211511368031,245.9,250.675
ULTRACEMCO24AUG11200CE,"2024-08-19 11:24:00",258.24230227360613,259.05,255.35,257.2
ULTRACEMCO24AUG11200CE,"2024-08-19 11:23:00",257.0516953133441,259.05,257.0516953133441,259.05
ULTRACEMCO24AUG11200CE,"2024-08-19 11:22:00",255.17839062668827,259.05,255.17839062668827,258.925
ULTRACEMCO24AUG11200CE,"2024-08-19 11:21:00",251.85678125337654,259,251.85678125337654,258.5
ULTRACEMCO24AUG11200CE,"2024-08-19 11:20:00",251.71356250675308,252,251.71356250675308,252
ULTRACEMCO24AUG11200CE,"2024-08-19 11:19:00",251.42712501350613,252,251.42712501350613,252
ULTRACEMCO24AUG11200CE,"2024-08-19 11:18:00",250.85425002701226,252,250.85425002701226,252
ULTRACEMCO24AUG11200CE,"2024-08-19 11:17:00",249.70850005402448,252,249.70850005402448,252
ULTRACEMCO24AUG11200CE,"2024-08-19 11:16:00",247.41700010804897,252,247.41700010804897,252
ULTRACEMCO24AUG11200CE,"2024-08-19 11:15:00",246.83400021609796,248,246.83400021609796,248
ULTRACEMCO24AUG11200CE,"2024-08-19 11:14:00",246.71800043219594,248,245.2,246.95
ULTRACEMCO24AUG11200CE,"2024-08-19 11:13:00",246.8360008643919,246.8360008643919,246.6,246.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:12:00",247.0720017287838,247.0720017287838,246.6,246.6
ULTRACEMCO24AUG11200CE,"2024-08-19 11:11:00",246.7940034575676,248.1,246.6,247.35
ULTRACEMCO24AUG11200CE,"2024-08-19 11:10:00",245.4880069151352,248.1,245.4880069151352,248.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:09:00",242.87601383027044,248.1,242.87601383027044,248.1
ULTRACEMCO24AUG11200CE,"2024-08-19 11:08:00",243.55202766054092,243.55202766054092,242.2,242.2
ULTRACEMCO24AUG11200CE,"2024-08-19 11:07:00",244.90405532108184,244.90405532108184,242.2,242.2
ULTRACEMCO24AUG11200CE,"2024-08-19 11:06:00",248.25811064216367,248.25811064216367,238.75,241.55
ULTRACEMCO24AUG11200CE,"2024-08-19 11:05:00",249.59122128432733,250,243.35,246.925
ULTRACEMCO24AUG11200CE,"2024-08-19 11:04:00",249.18244256865466,250,249.18244256865466,250
ULTRACEMCO24AUG11200CE,"2024-08-19 11:03:00",248.5148851373093,250,248.5148851373093,249.85
ULTRACEMCO24AUG11200CE,"2024-08-19 11:02:00",247.32977027461865,251.1,247.32977027461865,249.7
ULTRACEMCO24AUG11200CE,"2024-08-19 11:01:00",245.18454054923728,250.45,245.18454054923728,249.47500000000002
ULTRACEMCO24AUG11200CE,"2024-08-19 11:00:00",242.61908109847457,248.5,242.61908109847457,247.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:59:00",242.48816219694913,242.75,242.48816219694913,242.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:58:00",242.2263243938983,242.75,242.2263243938983,242.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:57:00",241.7026487877966,242.75,241.7026487877966,242.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:56:00",240.65529757559318,242.75,240.65529757559318,242.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:55:00",239.8105951511864,242.75,239.8105951511864,241.5
ULTRACEMCO24AUG11200CE,"2024-08-19 10:54:00",239.2711903023728,242.4,236.35,240.35
ULTRACEMCO24AUG11200CE,"2024-08-19 10:53:00",239.79238060474557,239.79238060474557,238.75,238.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:52:00",240.83476120949112,240.83476120949112,238.75,238.75
ULTRACEMCO24AUG11200CE,"2024-08-19 10:51:00",241.39452241898223,241.8,238.75,240.275
ULTRACEMCO24AUG11200CE,"2024-08-19 10:50:00",240.98904483796446,241.8,240.98904483796446,241.8
ULTRACEMCO24AUG11200CE,"2024-08-19 10:49:00",240.1780896759289,241.8,240.1780896759289,241.8
ULTRACEMCO24AUG11200CE,"2024-08-19 10:48:00",239.4561793518578,241.8,239.4561793518578,240.89999999999998
ULTRACEMCO24AUG11200CE,"2024-08-19 10:47:00",238.9123587037156,240,238.9123587037156,240
