,symbol,datetime,enabled,fail_count
0,ABB24JUN7250PE,2024-05-03 09:15:00,True,0
1,ASIANPAINT24JUN2880CE,2024-06-13 13:15:00,True,0
2,ASIANPAINT24JUN2900PE,2024-06-13 13:15:00,True,0
3,BAJFINANCE24JUN6900CE,2024-06-13 13:15:00,True,0
4,BANKNIFTY2461248600CE,2024-06-12 15:15:00,True,0
5,BANKNIFTY2461249100PE,2024-06-12 15:15:00,True,0
6,BOSCHLTD24JUN29500CE,2024-05-31 15:15:00,True,0
7,BOSCHLTD24JUN29500PE,2024-06-13 13:15:00,True,0
8,BRITANNIA24JUN4900CE,2024-06-05 15:15:00,True,0
9,BRITANNIA24JUN5300CE,2024-06-13 13:15:00,True,0
10,EICHERMOT24JUN4500PE,2024-06-13 13:15:00,True,0
11,EICHERMOT24JUN4750CE,2024-06-13 13:15:00,True,0
12,EICHERMOT24JUN4950CE,2024-06-13 13:15:00,True,0
13,FINNIFTY2461821950CE,2024-06-13 13:15:00,True,0
14,FINNIFTY2461822250PE,2024-06-13 13:15:00,True,0
15,HEROMOTOCO24JUN4900PE,2024-06-13 13:15:00,True,0
16,INFY24JUN1380CE,2024-06-13 13:15:00,True,0
17,INFY24JUN1540CE,2024-06-13 13:15:00,True,0
18,LTIM24JUN4850CE,2024-06-13 13:15:00,True,0
19,MARUTI24JUN13200CE,2024-06-13 13:15:00,True,0
20,MARUTI24JUN13300PE,2024-06-13 13:15:00,True,0
21,NIFTY2461322650CE,2024-06-13 13:15:00,True,0
22,NIFTY2461322850CE,2024-06-13 13:15:00,True,0
23,NIFTY2461322850PE,2024-06-13 13:15:00,True,0
24,NIFTY2461323400CE,2024-06-13 13:15:00,True,0
25,NIFTY2461323450CE,2024-06-13 13:15:00,True,0
26,OFSS24JUN7000PE,2024-06-07 15:15:00,True,0
27,PIIND24JUN3650CE,2024-06-13 13:15:00,True,0
28,RELIANCE24JUN2800CE,2024-06-13 13:15:00,True,0
29,RELIANCE24JUN2900CE,2024-06-13 13:15:00,True,0
30,RELIANCE24JUN3020PE,2024-06-13 13:15:00,True,0
31,SHREECEM24JUN24500CE,2024-06-07 15:15:00,True,0
32,SHREECEM24JUN24500PE,2024-06-13 09:20:00,True,1
33,TCS24JUN3450CE,2024-06-06 15:15:00,True,0
34,TCS24JUN3550PE,2024-06-13 13:15:00,True,0
35,TCS24JUN4050CE,2024-06-13 13:15:00,True,0
36,TCS24JUN4050PE,2024-06-13 13:15:00,True,0
37,TRENT24JUN4600PE,2024-06-13 13:15:00,True,0
38,TRENT24JUN4900CE,2024-06-13 13:15:00,True,0
39,TRENT24JUN5000CE,2024-06-13 13:15:00,True,0
40,TRENT24JUN5000PE,2024-06-13 13:15:00,True,0
41,TRENT24JUN5150CE,2024-06-13 13:15:00,True,0
42,ULTRACEMCO24JUN10800PE,2024-06-13 13:15:00,True,0
43,ASIANPAINT24JUN2840CE,2024-06-13 13:15:00,True,0
44,ASIANPAINT24JUN2880PE,2024-06-13 13:15:00,True,0
45,ASIANPAINT24JUN2900CE,2024-06-13 13:15:00,True,0
46,ASIANPAINT24JUN2960CE,2024-06-13 13:15:00,True,0
47,ASIANPAINT24JUN3020PE,2024-06-13 13:15:00,True,0
48,BAJFINANCE24JUN6650CE,2024-06-13 09:20:00,True,1
49,BAJFINANCE24JUN7450PE,2024-06-13 09:20:00,True,1
50,BANKNIFTY2461249300CE,2024-06-12 15:15:00,True,0
51,BANKNIFTY2461249400CE,2024-06-12 15:15:00,True,0
52,BANKNIFTY2461249500PE,2024-06-12 15:15:00,True,0
53,BANKNIFTY2461249800CE,2024-06-12 15:15:00,True,0
54,BANKNIFTY2461250300PE,2024-06-12 15:15:00,True,0
55,BOSCHLTD24JUN32000CE,2024-06-13 13:15:00,True,0
56,BRITANNIA24JUN5150CE,2024-06-13 09:20:00,True,1
57,EICHERMOT24JUN4250PE,2024-06-13 09:20:00,True,1
58,EICHERMOT24JUN4600PE,2024-06-13 13:15:00,True,0
59,EICHERMOT24JUN4900PE,2024-06-13 13:15:00,True,0
60,HEROMOTOCO24JUN4900CE,2024-06-13 09:20:00,True,1
61,HEROMOTOCO24JUN5200CE,2024-06-13 13:15:00,True,0
62,INFY24JUN1360CE,2024-06-13 13:15:00,True,0
63,LTIM24JUN5000CE,2024-06-13 13:15:00,True,0
64,MARUTI24JUN13100CE,2024-06-13 13:15:00,True,0
65,MIDCPNIFTY24JUN11875PE,2024-06-13 13:15:00,True,0
66,MIDCPNIFTY24JUN12000PE,2024-06-13 13:15:00,True,0
67,MIDCPNIFTY24JUN12200PE,2024-05-27 09:15:00,True,0
68,NIFTY2461323000PE,2024-06-13 13:15:00,True,0
